phylum	class	order	family	species
Arthropoda	Insecta	Coleoptera	Cerambycidae	Plagionotus arcuatus
Arthropoda	Insecta	Coleoptera	Cerambycidae	Plagionotus detritus
Arthropoda	Insecta	Coleoptera	Cerambycidae	Plagionotus floralis
Arthropoda	Insecta	Coleoptera	Cerambycidae	Plagionotus pulcher
Arthropoda	Insecta	Coleoptera	Cerambycidae	Pogonocherus caroli
Arthropoda	Insecta	Coleoptera	Cerambycidae	Pogonocherus decoratus
Arthropoda	Insecta	Coleoptera	Cerambycidae	Pogonocherus fasciculatus
Arthropoda	Insecta	Coleoptera	Cerambycidae	Pogonocherus hispidulus
Arthropoda	Insecta	Coleoptera	Cerambycidae	Pogonocherus hispidus
Arthropoda	Insecta	Coleoptera	Cerambycidae	Pogonocherus ovatus
Arthropoda	Insecta	Coleoptera	Cerambycidae	Pogonocherus perroudi
Arthropoda	Insecta	Coleoptera	Cerambycidae	Polyzonus fasciatus
Arthropoda	Insecta	Coleoptera	Cerambycidae	Prinobius atropos
Arthropoda	Insecta	Coleoptera	Cerambycidae	Prinobius myardi
Arthropoda	Insecta	Coleoptera	Cerambycidae	Prinobius samai
Arthropoda	Insecta	Coleoptera	Cerambycidae	Prionus coriarius
Arthropoda	Insecta	Coleoptera	Cerambycidae	Pronocera angusta
Arthropoda	Insecta	Coleoptera	Cerambycidae	Psacothea hilaris
Arthropoda	Insecta	Coleoptera	Cerambycidae	Pseudalosterna orientalis
Arthropoda	Insecta	Coleoptera	Cerambycidae	Pseudovadonia livida
Arthropoda	Insecta	Coleoptera	Cerambycidae	Purpuricenus defontaini
Arthropoda	Insecta	Coleoptera	Cerambycidae	Purpuricenus globulicollis
Arthropoda	Insecta	Coleoptera	Cerambycidae	Purpuricenus kaehleri
Arthropoda	Insecta	Coleoptera	Cerambycidae	Pyrrhidium sanguineum
Arthropoda	Insecta	Coleoptera	Cerambycidae	Rhabdoclytus acutivittis
Arthropoda	Insecta	Coleoptera	Cerambycidae	Rhagium bifasciatum
Arthropoda	Insecta	Coleoptera	Cerambycidae	Rhagium inquisitor
Arthropoda	Insecta	Coleoptera	Cerambycidae	Rhagium inquisitor (L.)
Arthropoda	Insecta	Coleoptera	Cerambycidae	Rhagium mordax
Arthropoda	Insecta	Coleoptera	Cerambycidae	Rhagium sycophanta
Arthropoda	Insecta	Coleoptera	Cerambycidae	Rhamnusium bicolor
Arthropoda	Insecta	Coleoptera	Cerambycidae	Rhaphuma gracilipes
Arthropoda	Insecta	Coleoptera	Cerambycidae	Rhopaloscelis unifasciatus
Arthropoda	Insecta	Coleoptera	Cerambycidae	Ropalopus clavipes
Arthropoda	Insecta	Coleoptera	Cerambycidae	Ropalopus femoratus
Arthropoda	Insecta	Coleoptera	Cerambycidae	Ropalopus macropus
Arthropoda	Insecta	Coleoptera	Cerambycidae	Rosalia alpina
Arthropoda	Insecta	Coleoptera	Cerambycidae	Rosalia coelestis
Arthropoda	Insecta	Coleoptera	Cerambycidae	Rutpela maculata
Arthropoda	Insecta	Coleoptera	Cerambycidae	Saperda alberti
Arthropoda	Insecta	Coleoptera	Cerambycidae	Saperda carcharias
Arthropoda	Insecta	Coleoptera	Cerambycidae	Saperda interrupta
Arthropoda	Insecta	Coleoptera	Cerambycidae	Saperda octopunctata
Arthropoda	Insecta	Coleoptera	Cerambycidae	Saperda perforata
Arthropoda	Insecta	Coleoptera	Cerambycidae	Saperda populnea
Arthropoda	Insecta	Coleoptera	Cerambycidae	Saperda punctata
Arthropoda	Insecta	Coleoptera	Cerambycidae	Saperda scalaris
Arthropoda	Insecta	Coleoptera	Cerambycidae	Saperda subobliterata
Arthropoda	Insecta	Coleoptera	Cerambycidae	Saphanus piceus
Arthropoda	Insecta	Coleoptera	Cerambycidae	Semanotus undatus
Arthropoda	Insecta	Coleoptera	Cerambycidae	Spondylis buprestoides
Arthropoda	Insecta	Coleoptera	Cerambycidae	Stenocorus amurensis
Arthropoda	Insecta	Coleoptera	Cerambycidae	Stenocorus meridianus
Arthropoda	Insecta	Coleoptera	Cerambycidae	Stenocorus quercus
Arthropoda	Insecta	Coleoptera	Cerambycidae	Stenopterus ater
Arthropoda	Insecta	Coleoptera	Cerambycidae	Stenopterus rufus
Arthropoda	Insecta	Coleoptera	Cerambycidae	Stenostola dubia
Arthropoda	Insecta	Coleoptera	Cerambycidae	Stenostola ferrea
Arthropoda	Insecta	Coleoptera	Cerambycidae	Stenurella bifasciata
Arthropoda	Insecta	Coleoptera	Cerambycidae	Stenurella melanura
Arthropoda	Insecta	Coleoptera	Cerambycidae	Stenurella nigra
Arthropoda	Insecta	Coleoptera	Cerambycidae	Stenurella sennii
Arthropoda	Insecta	Coleoptera	Cerambycidae	Stenurella septempunctata
Arthropoda	Insecta	Coleoptera	Cerambycidae	Stictoleptura cordigera
Arthropoda	Insecta	Coleoptera	Cerambycidae	Stictoleptura erythroptera
Arthropoda	Insecta	Coleoptera	Cerambycidae	Stictoleptura fontenayi
Arthropoda	Insecta	Coleoptera	Cerambycidae	Stictoleptura fulva
Arthropoda	Insecta	Coleoptera	Cerambycidae	Stictoleptura hybrida
Arthropoda	Insecta	Coleoptera	Cerambycidae	Stictoleptura maculicornis
Arthropoda	Insecta	Coleoptera	Cerambycidae	Stictoleptura rubra
Arthropoda	Insecta	Coleoptera	Cerambycidae	Stictoleptura scutellata
Arthropoda	Insecta	Coleoptera	Cerambycidae	Stictoleptura stragulata
Arthropoda	Insecta	Coleoptera	Cerambycidae	Stictoleptura trisignata
Arthropoda	Insecta	Coleoptera	Cerambycidae	Strangalia attenuata
Arthropoda	Insecta	Coleoptera	Cerambycidae	Strangalomorpha tenuis
Arthropoda	Insecta	Coleoptera	Cerambycidae	Tetraopes annulatus
Arthropoda	Insecta	Coleoptera	Cerambycidae	Tetropium aquilonium
Arthropoda	Insecta	Coleoptera	Cerambycidae	Tetropium castaneum
Arthropoda	Insecta	Coleoptera	Cerambycidae	Tetropium fuscum
Arthropoda	Insecta	Coleoptera	Cerambycidae	Tetropium gabrieli
Arthropoda	Insecta	Coleoptera	Cerambycidae	Tetrops praeustus
Arthropoda	Insecta	Coleoptera	Cerambycidae	Tetrops starkii
Arthropoda	Insecta	Coleoptera	Cerambycidae	Thyestilla gebleri
Arthropoda	Insecta	Coleoptera	Cerambycidae	Tragosoma depsarium
Arthropoda	Insecta	Coleoptera	Cerambycidae	Trichoferus campestris
Arthropoda	Insecta	Coleoptera	Cerambycidae	Trichoferus fasciculatus
Arthropoda	Insecta	Coleoptera	Cerambycidae	Trichoferus griseus
Arthropoda	Insecta	Coleoptera	Cerambycidae	Trichoferus holosericeus
Arthropoda	Insecta	Coleoptera	Cerambycidae	Trichoferus pallidus
Arthropoda	Insecta	Coleoptera	Cerambycidae	Xylotrechus annosus
Arthropoda	Insecta	Coleoptera	Cerambycidae	Xylotrechus antilope
Arthropoda	Insecta	Coleoptera	Cerambycidae	Xylotrechus arvicola
Arthropoda	Insecta	Coleoptera	Cerambycidae	Xylotrechus chinensis
Arthropoda	Insecta	Coleoptera	Cerambycidae	Xylotrechus ibex
Arthropoda	Insecta	Coleoptera	Cerambycidae	Xylotrechus pantherinus
Arthropoda	Insecta	Coleoptera	Cerambycidae	Xylotrechus rufilius
Arthropoda	Insecta	Coleoptera	Cerambycidae	Xylotrechus rusticus
Arthropoda	Insecta	Coleoptera	Cerambycidae	Xylotrechus stebbingi
Arthropoda	Insecta	Coleoptera	Chrysomelidae	Acanthoscelides obtectus
Arthropoda	Insecta	Coleoptera	Chrysomelidae	Acanthoscelides pallidipennis
Arthropoda	Insecta	Coleoptera	Chrysomelidae	Agelastica alni
Arthropoda	Insecta	Coleoptera	Chrysomelidae	Altica aenescens
Arthropoda	Insecta	Coleoptera	Chrysomelidae	Altica ampelophaga
Arthropoda	Insecta	Coleoptera	Chrysomelidae	Altica brevicollis
Arthropoda	Insecta	Coleoptera	Chrysomelidae	Altica carinthiaca
Arthropoda	Insecta	Coleoptera	Chrysomelidae	Altica chamaenerii
Arthropoda	Insecta	Coleoptera	Chrysomelidae	Altica engstromi
Arthropoda	Insecta	Coleoptera	Chrysomelidae	Altica ericeti
Arthropoda	Insecta	Coleoptera	Chrysomelidae	Altica helianthemi
Arthropoda	Insecta	Coleoptera	Chrysomelidae	Altica iberica
Arthropoda	Insecta	Coleoptera	Chrysomelidae	Altica longicollis
Arthropoda	Insecta	Coleoptera	Chrysomelidae	Altica lythri
Arthropoda	Insecta	Coleoptera	Chrysomelidae	Altica oleracea
Arthropoda	Insecta	Coleoptera	Chrysomelidae	Altica opacifrons
Arthropoda	Insecta	Coleoptera	Chrysomelidae	Altica palustris
Arthropoda	Insecta	Coleoptera	Chrysomelidae	Altica pusilla
Arthropoda	Insecta	Coleoptera	Chrysomelidae	Altica quercetorum
Arthropoda	Insecta	Coleoptera	Chrysomelidae	Altica tamaricis
Arthropoda	Insecta	Coleoptera	Chrysomelidae	Aphthona abdominalis
Arthropoda	Insecta	Coleoptera	Chrysomelidae	Aphthona albertinae
Arthropoda	Insecta	Coleoptera	Chrysomelidae	Aphthona atrocaerulea
Arthropoda	Insecta	Coleoptera	Chrysomelidae	Aphthona atrovirens
Arthropoda	Insecta	Coleoptera	Chrysomelidae	Aphthona cyparissiae
Arthropoda	Insecta	Coleoptera	Chrysomelidae	Aphthona depressa
Arthropoda	Insecta	Coleoptera	Chrysomelidae	Aphthona erichsoni
Arthropoda	Insecta	Coleoptera	Chrysomelidae	Aphthona euphorbiae
Arthropoda	Insecta	Coleoptera	Chrysomelidae	Aphthona flava
Arthropoda	Insecta	Coleoptera	Chrysomelidae	Aphthona herbigrada
Arthropoda	Insecta	Coleoptera	Chrysomelidae	Aphthona lacertosa
Arthropoda	Insecta	Coleoptera	Chrysomelidae	Aphthona lutescens
Arthropoda	Insecta	Coleoptera	Chrysomelidae	Aphthona melancholica
Arthropoda	Insecta	Coleoptera	Chrysomelidae	Aphthona nonstriata
Arthropoda	Insecta	Coleoptera	Chrysomelidae	Aphthona pallida
Arthropoda	Insecta	Coleoptera	Chrysomelidae	Aphthona pygmaea
Arthropoda	Insecta	Coleoptera	Chrysomelidae	Aphthona venustula
Arthropoda	Insecta	Coleoptera	Chrysomelidae	Aphthona violacea
Arthropoda	Insecta	Coleoptera	Chrysomelidae	Apteropeda globosa
Arthropoda	Insecta	Coleoptera	Chrysomelidae	Apteropeda orbiculata
Arthropoda	Insecta	Coleoptera	Chrysomelidae	Apteropeda ovulum
Arthropoda	Insecta	Coleoptera	Chrysomelidae	Argopus ahrensii
Arthropoda	Insecta	Coleoptera	Chrysomelidae	Arima marginata
Arthropoda	Insecta	Coleoptera	Chrysomelidae	Arrhenocoela lineata
Arthropoda	Insecta	Coleoptera	Chrysomelidae	Batophila aerata
Arthropoda	Insecta	Coleoptera	Chrysomelidae	Batophila rubi
Arthropoda	Insecta	Coleoptera	Chrysomelidae	Bromius obscurus
Arthropoda	Insecta	Coleoptera	Chrysomelidae	Bruchidius biguttatus
Arthropoda	Insecta	Coleoptera	Chrysomelidae	Bruchidius bimaculatus
Arthropoda	Insecta	Coleoptera	Chrysomelidae	Bruchidius caninus
Arthropoda	Insecta	Coleoptera	Chrysomelidae	Bruchidius cinerascens
Arthropoda	Insecta	Coleoptera	Chrysomelidae	Bruchidius cisti
Arthropoda	Insecta	Coleoptera	Chrysomelidae	Bruchidius dispar
Arthropoda	Insecta	Coleoptera	Chrysomelidae	Bruchidius fulvicornis
Arthropoda	Insecta	Coleoptera	Chrysomelidae	Bruchidius imbricornis
Arthropoda	Insecta	Coleoptera	Chrysomelidae	Bruchidius lividimanus
Arthropoda	Insecta	Coleoptera	Chrysomelidae	Bruchidius marginalis
Arthropoda	Insecta	Coleoptera	Chrysomelidae	Bruchidius nanus
Arthropoda	Insecta	Coleoptera	Chrysomelidae	Bruchidius pauper
Arthropoda	Insecta	Coleoptera	Chrysomelidae	Bruchidius picipes
Arthropoda	Insecta	Coleoptera	Chrysomelidae	Bruchidius poecilus
Arthropoda	Insecta	Coleoptera	Chrysomelidae	Bruchidius pusillus
Arthropoda	Insecta	Coleoptera	Chrysomelidae	Bruchidius pygmaeus
Arthropoda	Insecta	Coleoptera	Chrysomelidae	Bruchidius rubiginosus
Arthropoda	Insecta	Coleoptera	Chrysomelidae	Bruchidius seminarius
Arthropoda	Insecta	Coleoptera	Chrysomelidae	Bruchidius sericatus
Arthropoda	Insecta	Coleoptera	Chrysomelidae	Bruchidius siliquastri
Arthropoda	Insecta	Coleoptera	Chrysomelidae	Bruchidius unicolor
Arthropoda	Insecta	Coleoptera	Chrysomelidae	Bruchidius varipictus
Arthropoda	Insecta	Coleoptera	Chrysomelidae	Bruchidius varius
Arthropoda	Insecta	Coleoptera	Chrysomelidae	Bruchidius villosus
Arthropoda	Insecta	Coleoptera	Chrysomelidae	Bruchus affinis
Arthropoda	Insecta	Coleoptera	Chrysomelidae	Bruchus atomarius
Arthropoda	Insecta	Coleoptera	Chrysomelidae	Bruchus brachialis
Arthropoda	Insecta	Coleoptera	Chrysomelidae	Bruchus canariensis
Arthropoda	Insecta	Coleoptera	Chrysomelidae	Bruchus dentipes
Arthropoda	Insecta	Coleoptera	Chrysomelidae	Bruchus emarginatus
Arthropoda	Insecta	Coleoptera	Chrysomelidae	Bruchus griseomaculatus
Arthropoda	Insecta	Coleoptera	Chrysomelidae	Bruchus hamatus
Arthropoda	Insecta	Coleoptera	Chrysomelidae	Bruchus laticollis
Arthropoda	Insecta	Coleoptera	Chrysomelidae	Bruchus lentis
Arthropoda	Insecta	Coleoptera	Chrysomelidae	Bruchus libanensis
Arthropoda	Insecta	Coleoptera	Chrysomelidae	Bruchus loti
Arthropoda	Insecta	Coleoptera	Chrysomelidae	Bruchus luteicornis
Arthropoda	Insecta	Coleoptera	Chrysomelidae	Bruchus occidentalis
Arthropoda	Insecta	Coleoptera	Chrysomelidae	Bruchus rufimanus
Arthropoda	Insecta	Coleoptera	Chrysomelidae	Bruchus rufipes
Arthropoda	Insecta	Coleoptera	Chrysomelidae	Bruchus signaticornis
Arthropoda	Insecta	Coleoptera	Chrysomelidae	Bruchus tristiculus
Arthropoda	Insecta	Coleoptera	Chrysomelidae	Bruchus tristis
Arthropoda	Insecta	Coleoptera	Chrysomelidae	Bruchus venustus
Arthropoda	Insecta	Coleoptera	Chrysomelidae	Bruchus viciae
Arthropoda	Insecta	Coleoptera	Chrysomelidae	Callosobruchus chinensis
Arthropoda	Insecta	Coleoptera	Chrysomelidae	Callosobruchus maculatus
Arthropoda	Insecta	Coleoptera	Chrysomelidae	Callosobruchus subinnotatus
Arthropoda	Insecta	Coleoptera	Chrysomelidae	Calomicrus circumfusus
Arthropoda	Insecta	Coleoptera	Chrysomelidae	Calomicrus fallax
Arthropoda	Insecta	Coleoptera	Chrysomelidae	Calomicrus foveolatus
Arthropoda	Insecta	Coleoptera	Chrysomelidae	Calomicrus pinicola
Arthropoda	Insecta	Coleoptera	Chrysomelidae	Calomicrus suturalis
Arthropoda	Insecta	Coleoptera	Chrysomelidae	Cassida alpina
Arthropoda	Insecta	Coleoptera	Chrysomelidae	Cassida azurea
Arthropoda	Insecta	Coleoptera	Chrysomelidae	Cassida bergeali
Arthropoda	Insecta	Coleoptera	Chrysomelidae	Cassida canaliculata
Arthropoda	Insecta	Coleoptera	Chrysomelidae	Cassida denticollis
Arthropoda	Insecta	Coleoptera	Chrysomelidae	Cassida ferruginea
Arthropoda	Insecta	Coleoptera	Chrysomelidae	Cassida flaveola
Arthropoda	Insecta	Coleoptera	Chrysomelidae	Cassida inopinata
Arthropoda	Insecta	Coleoptera	Chrysomelidae	Cassida leucanthemi
Arthropoda	Insecta	Coleoptera	Chrysomelidae	Cassida murraea
Arthropoda	Insecta	Coleoptera	Chrysomelidae	Cassida nebulosa
Arthropoda	Insecta	Coleoptera	Chrysomelidae	Cassida nobilis
Arthropoda	Insecta	Coleoptera	Chrysomelidae	Cassida panzeri
Arthropoda	Insecta	Coleoptera	Chrysomelidae	Cassida rubiginosa
Arthropoda	Insecta	Coleoptera	Chrysomelidae	Cassida sanguinolenta
Arthropoda	Insecta	Coleoptera	Chrysomelidae	Cassida sanguinosa
Arthropoda	Insecta	Coleoptera	Chrysomelidae	Cassida stigmatica
Arthropoda	Insecta	Coleoptera	Chrysomelidae	Cassida subreticulata
Arthropoda	Insecta	Coleoptera	Chrysomelidae	Cassida vibex
Arthropoda	Insecta	Coleoptera	Chrysomelidae	Cassida viridis
Arthropoda	Insecta	Coleoptera	Chrysomelidae	Cassida vittata
Arthropoda	Insecta	Coleoptera	Chrysomelidae	Chaetocnema aerosa
Arthropoda	Insecta	Coleoptera	Chrysomelidae	Chaetocnema arenacea
Arthropoda	Insecta	Coleoptera	Chrysomelidae	Chaetocnema arida
Arthropoda	Insecta	Coleoptera	Chrysomelidae	Chaetocnema aridula
Arthropoda	Insecta	Coleoptera	Chrysomelidae	Chaetocnema chlorophana
Arthropoda	Insecta	Coleoptera	Chrysomelidae	Chaetocnema concinna
Arthropoda	Insecta	Coleoptera	Chrysomelidae	Chaetocnema conducta
Arthropoda	Insecta	Coleoptera	Chrysomelidae	Chaetocnema confusa
Arthropoda	Insecta	Coleoptera	Chrysomelidae	Chaetocnema coyei
Arthropoda	Insecta	Coleoptera	Chrysomelidae	Chaetocnema depressa
Arthropoda	Insecta	Coleoptera	Chrysomelidae	Chaetocnema hortensis
Arthropoda	Insecta	Coleoptera	Chrysomelidae	Chaetocnema mannerheimii
Arthropoda	Insecta	Coleoptera	Chrysomelidae	Chaetocnema obesa
Arthropoda	Insecta	Coleoptera	Chrysomelidae	Chaetocnema paganettii
Arthropoda	Insecta	Coleoptera	Chrysomelidae	Chaetocnema pelagica
Arthropoda	Insecta	Coleoptera	Chrysomelidae	Chaetocnema picipes
Arthropoda	Insecta	Coleoptera	Chrysomelidae	Chaetocnema procerula
Arthropoda	Insecta	Coleoptera	Chrysomelidae	Chaetocnema rufofemorata
Arthropoda	Insecta	Coleoptera	Chrysomelidae	Chaetocnema sahlbergii
Arthropoda	Insecta	Coleoptera	Chrysomelidae	Chaetocnema scheffleri
Arthropoda	Insecta	Coleoptera	Chrysomelidae	Chaetocnema semicoerulea
Arthropoda	Insecta	Coleoptera	Chrysomelidae	Chaetocnema subcoerulea
Arthropoda	Insecta	Coleoptera	Chrysomelidae	Chaetocnema tibialis
Arthropoda	Insecta	Coleoptera	Chrysomelidae	Cheilotoma musciformis
Arthropoda	Insecta	Coleoptera	Chrysomelidae	Chilotomina nigritarsis
Arthropoda	Insecta	Coleoptera	Chrysomelidae	Chilotomina oberthuri
Arthropoda	Insecta	Coleoptera	Chrysomelidae	Chrysochares asiaticus
Arthropoda	Insecta	Coleoptera	Chrysomelidae	Chrysochus asclepiadeus
Arthropoda	Insecta	Coleoptera	Chrysomelidae	Chrysolina aeruginosa
Arthropoda	Insecta	Coleoptera	Chrysomelidae	Chrysolina americana
Arthropoda	Insecta	Coleoptera	Chrysomelidae	Chrysolina aurichalcea
Arthropoda	Insecta	Coleoptera	Chrysomelidae	Chrysolina bankii
Arthropoda	Insecta	Coleoptera	Chrysomelidae	Chrysolina bicolor
Arthropoda	Insecta	Coleoptera	Chrysomelidae	Chrysolina brunsvicensis
Arthropoda	Insecta	Coleoptera	Chrysomelidae	Chrysolina carnifex
Arthropoda	Insecta	Coleoptera	Chrysomelidae	Chrysolina cerealis
Arthropoda	Insecta	Coleoptera	Chrysomelidae	Chrysolina cfr haemoptera
Arthropoda	Insecta	Coleoptera	Chrysomelidae	Chrysolina coerulans
Arthropoda	Insecta	Coleoptera	Chrysomelidae	Chrysolina colasi
Arthropoda	Insecta	Coleoptera	Chrysomelidae	Chrysolina convexicollis
Arthropoda	Insecta	Coleoptera	Chrysomelidae	Chrysolina costalis
Arthropoda	Insecta	Coleoptera	Chrysomelidae	Chrysolina curvilinea
Arthropoda	Insecta	Coleoptera	Chrysomelidae	Chrysolina diluta
Arthropoda	Insecta	Coleoptera	Chrysomelidae	Chrysolina eurina
Arthropoda	Insecta	Coleoptera	Chrysomelidae	Chrysolina fastuosa
Arthropoda	Insecta	Coleoptera	Chrysomelidae	Chrysolina femoralis
Arthropoda	Insecta	Coleoptera	Chrysomelidae	Chrysolina fuliginosa
Arthropoda	Insecta	Coleoptera	Chrysomelidae	Chrysolina gemina
Arthropoda	Insecta	Coleoptera	Chrysomelidae	Chrysolina geminata
Arthropoda	Insecta	Coleoptera	Chrysomelidae	Chrysolina graminis
Arthropoda	Insecta	Coleoptera	Chrysomelidae	Chrysolina grossa
Arthropoda	Insecta	Coleoptera	Chrysomelidae	Chrysolina haemochlora
Arthropoda	Insecta	Coleoptera	Chrysomelidae	Chrysolina haemoptera
Arthropoda	Insecta	Coleoptera	Chrysomelidae	Chrysolina helopioides
Arthropoda	Insecta	Coleoptera	Chrysomelidae	Chrysolina hemisphaerica
Arthropoda	Insecta	Coleoptera	Chrysomelidae	Chrysolina herbacea
Arthropoda	Insecta	Coleoptera	Chrysomelidae	Chrysolina hyperici
Arthropoda	Insecta	Coleoptera	Chrysomelidae	Chrysolina jakowlewi
Arthropoda	Insecta	Coleoptera	Chrysomelidae	Chrysolina kuesteri
Arthropoda	Insecta	Coleoptera	Chrysomelidae	Chrysolina latecincta
Arthropoda	Insecta	Coleoptera	Chrysomelidae	Chrysolina lepida
Arthropoda	Insecta	Coleoptera	Chrysomelidae	Chrysolina lucida
Arthropoda	Insecta	Coleoptera	Chrysomelidae	Chrysolina lucidicollis
Arthropoda	Insecta	Coleoptera	Chrysomelidae	Chrysolina marginata
Arthropoda	Insecta	Coleoptera	Chrysomelidae	Chrysolina obscurella
Arthropoda	Insecta	Coleoptera	Chrysomelidae	Chrysolina oricalcia
Arthropoda	Insecta	Coleoptera	Chrysomelidae	Chrysolina peregrina
Arthropoda	Insecta	Coleoptera	Chrysomelidae	Chrysolina perforata
Arthropoda	Insecta	Coleoptera	Chrysomelidae	Chrysolina petitpierrei
Arthropoda	Insecta	Coleoptera	Chrysomelidae	Chrysolina polita
Arthropoda	Insecta	Coleoptera	Chrysomelidae	Chrysolina quadrigemina
Arthropoda	Insecta	Coleoptera	Chrysomelidae	Chrysolina reitteri
Arthropoda	Insecta	Coleoptera	Chrysomelidae	Chrysolina rossia
Arthropoda	Insecta	Coleoptera	Chrysomelidae	Chrysolina rufoaenea
Arthropoda	Insecta	Coleoptera	Chrysomelidae	Chrysolina sanguinolenta
Arthropoda	Insecta	Coleoptera	Chrysomelidae	Chrysolina soiota
Arthropoda	Insecta	Coleoptera	Chrysomelidae	Chrysolina staphylaea
Arthropoda	Insecta	Coleoptera	Chrysomelidae	Chrysolina sturmi
Arthropoda	Insecta	Coleoptera	Chrysomelidae	Chrysolina sylvatica
Arthropoda	Insecta	Coleoptera	Chrysomelidae	Chrysolina timarchoides
Arthropoda	Insecta	Coleoptera	Chrysomelidae	Chrysolina tundralis
Arthropoda	Insecta	Coleoptera	Chrysomelidae	Chrysolina varians
Arthropoda	Insecta	Coleoptera	Chrysomelidae	Chrysolina vernalis
Arthropoda	Insecta	Coleoptera	Chrysomelidae	Chrysolina virgata
Arthropoda	Insecta	Coleoptera	Chrysomelidae	Chrysolina viridana
Arthropoda	Insecta	Coleoptera	Chrysomelidae	Chrysolina wollastoni
Arthropoda	Insecta	Coleoptera	Chrysomelidae	Chrysomela collaris
Arthropoda	Insecta	Coleoptera	Chrysomelidae	Chrysomela cuprea
Arthropoda	Insecta	Coleoptera	Chrysomelidae	Chrysomela lapponica
Arthropoda	Insecta	Coleoptera	Chrysomelidae	Chrysomela populi
Arthropoda	Insecta	Coleoptera	Chrysomelidae	Chrysomela saliceti
Arthropoda	Insecta	Coleoptera	Chrysomelidae	Chrysomela tremula
Arthropoda	Insecta	Coleoptera	Chrysomelidae	Chrysomela vigintipunctata
Arthropoda	Insecta	Coleoptera	Chrysomelidae	Clytra atraphaxidis
Arthropoda	Insecta	Coleoptera	Chrysomelidae	Clytra espanoli
Arthropoda	Insecta	Coleoptera	Chrysomelidae	Clytra laeviuscula
Arthropoda	Insecta	Coleoptera	Chrysomelidae	Clytra quadripunctata
Arthropoda	Insecta	Coleoptera	Chrysomelidae	Colaphellus sophiae
Arthropoda	Insecta	Coleoptera	Chrysomelidae	Colaspidea globosa
Arthropoda	Insecta	Coleoptera	Chrysomelidae	Colaspidema atrum
Arthropoda	Insecta	Coleoptera	Chrysomelidae	Colaspidema barbarum
Arthropoda	Insecta	Coleoptera	Chrysomelidae	Colasposoma dauricum
Arthropoda	Insecta	Coleoptera	Chrysomelidae	Coptocephala brevicornis
Arthropoda	Insecta	Coleoptera	Chrysomelidae	Coptocephala cyanocephala
Arthropoda	Insecta	Coleoptera	Chrysomelidae	Coptocephala rubicunda
Arthropoda	Insecta	Coleoptera	Chrysomelidae	Coptocephala scopolina
Arthropoda	Insecta	Coleoptera	Chrysomelidae	Coptocephala unifasciata
Arthropoda	Insecta	Coleoptera	Chrysomelidae	Crepidodera aurata
Arthropoda	Insecta	Coleoptera	Chrysomelidae	Crepidodera aurea
Arthropoda	Insecta	Coleoptera	Chrysomelidae	Crepidodera aureola
Arthropoda	Insecta	Coleoptera	Chrysomelidae	Crepidodera fulvicornis
Arthropoda	Insecta	Coleoptera	Chrysomelidae	Crepidodera lamina
Arthropoda	Insecta	Coleoptera	Chrysomelidae	Crepidodera nigricoxis
Arthropoda	Insecta	Coleoptera	Chrysomelidae	Crepidodera nitidula
Arthropoda	Insecta	Coleoptera	Chrysomelidae	Crepidodera plutus
Arthropoda	Insecta	Coleoptera	Chrysomelidae	Crioceris asparagi
Arthropoda	Insecta	Coleoptera	Chrysomelidae	Crioceris bicruciata
Arthropoda	Insecta	Coleoptera	Chrysomelidae	Crioceris duodecimpunctata
Arthropoda	Insecta	Coleoptera	Chrysomelidae	Crioceris paracenthesis
Arthropoda	Insecta	Coleoptera	Chrysomelidae	Crioceris quatuordecimpunctata
Arthropoda	Insecta	Coleoptera	Chrysomelidae	Crioceris quinquepunctata
