species	marker_code	kingdom
Pauropus furcifer	COI-5P	Animalia
Pronotalia fiorii	COI-5P	Animalia
Heracleum sosnowskyi	COI-5P	Animalia
Caryophyllaeides fennica	COI-5P	Animalia
Lindbergina aurovittata	COI-5P	Animalia
Brueelia iliaci	COI-5P	Animalia
Trhypochthonius tectorum	COI-5P	Animalia
Marmaronetta angustirostris	COI-5P	Animalia
Carex luteola	COI-5P	Animalia
Orobanche crenata	COI-5P	Animalia
Arocatus roeselii	COI-5P	Animalia
Cladoniicola staurospora	COI-5P	Animalia
Trachemys scripta	COI-5P	Animalia
Contarinia anthophthora	COI-5P	Animalia
Parthenopea subterranea	COI-5P	Animalia
Ilex aquifolium	COI-5P	Animalia
Luzula pallescens	COI-5P	Animalia
Microgaster elegans	COI-5P	Animalia
Isocolus jaceae	COI-5P	Animalia
Asterionellopsis glacialis	COI-5P	Animalia
Dicentra eximia	COI-5P	Animalia
Laminamichaelia setigera	COI-5P	Animalia
Boletus reticulatus	COI-5P	Animalia
Arenicola defodiens	COI-5P	Animalia
Unguiculariopsis hamatopilosa	COI-5P	Animalia
Coelichneumon erythromerus	COI-5P	Animalia
Hyadesia fusca	COI-5P	Animalia
Chironomus vallenduuki	COI-5P	Animalia
Trigonocranus emmeae	COI-5P	Animalia
Inocybe leptocystis	COI-5P	Animalia
Lopezia racemosa	COI-5P	Animalia
Narcissus odorus	COI-5P	Animalia
Falco sparverius	COI-5P	Animalia
Cosmopterix pulchrimella	COI-5P	Animalia
Magelona alleni	COI-5P	Animalia
Nephtys assimilis	COI-5P	Animalia
Rubus raduloides	COI-5P	Animalia
Dendrolaelaps halophilus	COI-5P	Animalia
Pachylaelaps latior	COI-5P	Animalia
Raphanus raphanistrum	COI-5P	Animalia
Parasaissetia nigra	COI-5P	Animalia
Elymus arenosus	COI-5P	Animalia
Vankya ornithogali	COI-5P	Animalia
Erodium chium	COI-5P	Animalia
Psallus helenae	COI-5P	Animalia
Coronellaria pulicaris	COI-5P	Animalia
Parasitus mammillatus	COI-5P	Animalia
Bimichaelia sarekensis	COI-5P	Animalia
Pleospora straminis	COI-5P	Animalia
Folsomia lawrencei	COI-5P	Animalia
Leporacarus brevicaudatus	COI-5P	Animalia
Ololaelaps placentulus	COI-5P	Animalia
Wachtliella ericina	COI-5P	Animalia
Parlatoria pseudaspidiotus	COI-5P	Animalia
Morenoina websteri	COI-5P	Animalia
Ranunculus aconitifolius	COI-5P	Animalia
Rubus bovinus	COI-5P	Animalia
Hypereteone foliosa	COI-5P	Animalia
Erodium crinitum	COI-5P	Animalia
Typhula pusilla	COI-5P	Animalia
Cyptophania hirsuta	COI-5P	Animalia
Bactridium flavum	COI-5P	Animalia
Chenopodium subcuneatum	COI-5P	Animalia
Cerithiopsis tubercularis	COI-5P	Animalia
Diphasiastrum zeilleri	COI-5P	Animalia
Hemiberlesia lataniae	COI-5P	Animalia
Loimia ramzega	COI-5P	Animalia
Lactarius acris	COI-5P	Animalia
Clavaria greletii	COI-5P	Animalia
Agnathosia mendicella	COI-5P	Animalia
Tanytarsus nemorosus	COI-5P	Animalia
Orbilia epipora	COI-5P	Animalia
Cerodontha rohdendorfi	COI-5P	Animalia
Erigone dentosa	COI-5P	Animalia
Lactifluus glaucescens	COI-5P	Animalia
Ceriophora palustris	COI-5P	Animalia
Nicothoe astaci	COI-5P	Animalia
Tadorna cana	COI-5P	Animalia
Cytisus purgans	COI-5P	Animalia
Veronica grisebachii	COI-5P	Animalia
Basidiodendron trachysporum	COI-5P	Animalia
Olesicampe alboplica	COI-5P	Animalia
Parasitus loricatus	COI-5P	Animalia
Limnebius furcatus	COI-5P	Animalia
Coleostephus myconis	COI-5P	Animalia
Plantago sempervirens	COI-5P	Animalia
Pachycoleus waltli	COI-5P	Animalia
Mollisia chionea	COI-5P	Animalia
Pseudococcus importatus	COI-5P	Animalia
Arachnocrea stipata	COI-5P	Animalia
Knemidokoptes mutans	COI-5P	Animalia
Chenopodium borbasioides	COI-5P	Animalia
Hypericum inodorum	COI-5P	Animalia
Arachnopeziza eriobasis	COI-5P	Animalia
Criodrilus lacuum	COI-5P	Animalia
Pherusa plumosa	COI-5P	Animalia
Myianoetus dionychus	COI-5P	Animalia
Tumidiclava bimaculata	COI-5P	Animalia
Potentilla micrantha	COI-5P	Animalia
Lacerta bilineata	COI-5P	Animalia
Hyaloscypha leuconica	COI-5P	Animalia
Cardamine ambigua	COI-5P	Animalia
Inostemma lycon	COI-5P	Animalia
Neocheyletiella heteropalpus	COI-5P	Animalia
Rotaria trisecata	COI-5P	Animalia
Phenacoccus manihoti	COI-5P	Animalia
Peruphasma schultei	COI-5P	Animalia
Echinuria uncinata	COI-5P	Animalia
Taraxacum pachymerum	COI-5P	Animalia
Coproica hirticula	COI-5P	Animalia
Daudebardia rufa	COI-5P	Animalia
Ptelea trifoliata	COI-5P	Animalia
Polypogon elongatus	COI-5P	Animalia
Luidia sarsii	COI-5P	Animalia
Pulvinaria mesembryanthemi	COI-5P	Animalia
Naeviopsis carneopallida	COI-5P	Animalia
Caenonychus pratensis	COI-5P	Animalia
Gaeolaelaps praesternalis	COI-5P	Animalia
Meloidogyne mali	COI-5P	Animalia
Gentiana asclepiadea	COI-5P	Animalia
Microplana scharffi	COI-5P	Animalia
Heliopsis helianthoides	COI-5P	Animalia
Lactocollybia variicystis	COI-5P	Animalia
Pergamasus rühmi	COI-5P	Animalia
Sporormiella minutisperma	COI-5P	Animalia
Trollius asiaticus	COI-5P	Animalia
Bolbitius demangei	COI-5P	Animalia
Pergamasus vagabundus	COI-5P	Animalia
Erigeron caucasicus	COI-5P	Animalia
Allecula rhenana	COI-5P	Animalia
Synoicum pulmonaria	COI-5P	Animalia
Hydaphias helvetica	COI-5P	Animalia
Xerocomus subtomentosus	COI-5P	Animalia
Medicago polyceratia	COI-5P	Animalia
Temnothorax parvulus	COI-5P	Animalia
Spio goniocephala	COI-5P	Animalia
Drymochloa sylvatica	COI-5P	Animalia
Berberis japonica	COI-5P	Animalia
Ciboria betulicola	COI-5P	Animalia
Ramaria flavoides	COI-5P	Animalia
Pleurotrocha robusta	COI-5P	Animalia
Anogcodes rufiventris	COI-5P	Animalia
Rodentolepis erinacei	COI-5P	Animalia
Oxyria digyna	COI-5P	Animalia
Coprotus lacteus	COI-5P	Animalia
Laburnocytisus adamii	COI-5P	Animalia
Massariosphaeria scirpina	COI-5P	Animalia
Homoneura thalhammeri	COI-5P	Animalia
Clavaria atrofusca	COI-5P	Animalia
Exyston pratorum	COI-5P	Animalia
Ceratobasidium calosporum	COI-5P	Animalia
Bythotrephes longimanus	COI-5P	Animalia
Bittacus hageni	COI-5P	Animalia
Amphicteis gunneri	COI-5P	Animalia
Orthocladius wetterensis	COI-5P	Animalia
Puccinia helianthi	COI-5P	Animalia
Monoculodes carinatus	COI-5P	Animalia
Karstenia lonicerae	COI-5P	Animalia
Megalodectes major	COI-5P	Animalia
Trypoxylon kolazyi	COI-5P	Animalia
Deconica subviscida	COI-5P	Animalia
Eotetranychus lewisi	COI-5P	Animalia
Mjoberginirmus aethereus	COI-5P	Animalia
Gaillardia grandiflora	COI-5P	Animalia
Neleges proditor	COI-5P	Animalia
Chenopodium opulifolium	COI-5P	Animalia
Vibrissea decolorans	COI-5P	Animalia
Holoparasitus excisus	COI-5P	Animalia
Ptilonyssus pari	COI-5P	Animalia
Moricandia arvensis	COI-5P	Animalia
Conyzigeron huelsenii	COI-5P	Animalia
Galium murale	COI-5P	Animalia
Neostagonospora caricis	COI-5P	Animalia
Loxosceles deserta	COI-5P	Animalia
Hydrophorus albiceps	COI-5P	Animalia
Carpodacus sibiricus	COI-5P	Animalia
Goniocotes parviceps	COI-5P	Animalia
Leucaspis lowi	COI-5P	Animalia
Saemundssonia lari	COI-5P	Animalia
Scoletoma fragilis	COI-5P	Animalia
Cinclus	COI-5P	Animalia
Orfelia lugubris	COI-5P	Animalia
Monobothrium wageneri	COI-5P	Animalia
Thaumatotibia leucotreta	COI-5P	Animalia
Corvus monedula	COI-5P	Animalia
Colopha compressa	COI-5P	Animalia
Himasthla secunda	COI-5P	Animalia
Hylaeus nigritus	COI-5P	Animalia
Psilocybe gallaeciae	COI-5P	Animalia
Aphis schneideri	COI-5P	Animalia
Rumex bontei	COI-5P	Animalia
Nematus olfaciens	COI-5P	Animalia
Haplothrips minutus	COI-5P	Animalia
Pericoma diversa	COI-5P	Animalia
Anopheles deaneorum	COI-5P	Animalia
Conwentzia pineticola	COI-5P	Animalia
Lichenoconium pyxidatae	COI-5P	Animalia
Halocercus delphini	COI-5P	Animalia
Ityogonimus talpae	COI-5P	Animalia
Hemiurus luehei	COI-5P	Animalia
Euphorbia humifusa	COI-5P	Animalia
Lichenoconium xanthoriae	COI-5P	Animalia
Drosophila suzukii	COI-5P	Animalia
Walckenaeria clavicornis	COI-5P	Animalia
Crataegus macrocarpa	COI-5P	Animalia
Aulacaspis tubercularis	COI-5P	Animalia
Uscana fumipennis	COI-5P	Animalia
Galerina vittiformis	COI-5P	Animalia
Eriophyes arianus	COI-5P	Animalia
Isochaetides michaelseni	COI-5P	Animalia
Erythrina crista-galli	COI-5P	Animalia
Taraxacum subpraticola	COI-5P	Animalia
Folsomia brevifurca	COI-5P	Animalia
Lepraria finkii	COI-5P	Animalia
Peloptulus montanus	COI-5P	Animalia
Mecaspis emarginata	COI-5P	Animalia
Ophiosoma patagiatum	COI-5P	Animalia
Microporella ciliata AW214	COI-5P	Animalia
Rubus proiectus	COI-5P	Animalia
Notocomplana koreana	COI-5P	Animalia
Pteracarus minutus	COI-5P	Animalia
Strigiphilus barbatus	COI-5P	Animalia
Calandrinia compressa	COI-5P	Animalia
Taraxacum limburgense	COI-5P	Animalia
Acerentulus cunhai	COI-5P	Animalia
Orobanche major	COI-5P	Animalia
Pseudapion moschatae	COI-5P	Animalia
Taenia martis	COI-5P	Animalia
Taraxacum pallidipes	COI-5P	Animalia
Scatopsciara gabyae	COI-5P	Animalia
Taraxacum subericinum	COI-5P	Animalia
Scoliciosporum corticolum	COI-5P	Animalia
Plectrophenax nivalis	COI-5P	Animalia
Tapinoma nigerrimum	COI-5P	Animalia
Tetramesa maritime	COI-5P	Animalia
Rolaspis lounsburyi	COI-5P	Animalia
Lichenoconium usneae	COI-5P	Animalia
Anopheles deaneorum	COI-5P	Animalia
Taraxacum undulatiforme	COI-5P	Animalia
Archiceroptera highhells	COI-5P	Animalia
Cucurbita maxima	COI-5P	Animalia
Protocrea pallida	COI-5P	Animalia
Anser	COI-5P	Animalia
Triaenophorus lucii	COI-5P	Animalia
Scilla luciliae	COI-5P	Animalia
Corynoptera sphenoptera	COI-5P	Animalia
Calidris alpina	COI-5P	Animalia
Levinseniella somateriae	COI-5P	Animalia
Austromenopon nigropleurum	COI-5P	Animalia
Lanius schach	COI-5P	Animalia
Aleiodes diarsianae	COI-5P	Animalia
Haplomyces texanus	COI-5P	Animalia
Clubiona norvegica	COI-5P	Animalia
Nyctiphanes couchii	COI-5P	Animalia
Linaria maroccana	COI-5P	Animalia
Menacanthus eurysternus	COI-5P	Animalia
Lateriporus destitutus	COI-5P	Animalia
Chenopodium strictum	COI-5P	Animalia
Uroleucon tanaceti	COI-5P	Animalia
Achroomyces insignis	COI-5P	Animalia
Brachychthonius bimaculatus	COI-5P	Animalia
Phycis	COI-5P	Animalia
Anillus caecus	COI-5P	Animalia
Daphnia ×tecta	COI-5P	Animalia
Carabodes tenuis	COI-5P	Animalia
Kuzinia laevis	COI-5P	Animalia
Istocheta longicornis	COI-5P	Animalia
Liquidambar styraciflua	COI-5P	Animalia
Protentomon barandiarani	COI-5P	Animalia
Casinaria petiolaris	COI-5P	Animalia
Uroseius acuminatus	COI-5P	Animalia
Didemnum vexillum	COI-5P	Animalia
Rubus adulans	COI-5P	Animalia
Platysoma elongatum	COI-5P	Animalia
Taraxacum maculatum	COI-5P	Animalia
Boccardiella hamata	COI-5P	Animalia
Opiognathus pactus	COI-5P	Animalia
Lasioseius allii	COI-5P	Animalia
Leccinum versipelle	COI-5P	Animalia
Xerotricha conspurcata	COI-5P	Animalia
Euthamia graminifolia	COI-5P	Animalia
Proteocephalus macrocephalus	COI-5P	Animalia
Grapholita molesta	COI-5P	Animalia
Meloderma desmazieri	COI-5P	Animalia
Micropeziza karstenii	COI-5P	Animalia
Psathyrella badiophylla	COI-5P	Animalia
Quadrastichus artemisiphilus	COI-5P	Animalia
Bugulina turbinata	COI-5P	Animalia
Larsia curticalcar	COI-5P	Animalia
Chamelea gallina	COI-5P	Animalia
Anopheles deaneorum	COI-5P	Animalia
Alonsoa meridionalis	COI-5P	Animalia
Acmella decumbens	COI-5P	Animalia
Aulagromyza tremulae	COI-5P	Animalia
Oenanthe	COI-5P	Animalia
Epipactis leptochila	COI-5P	Animalia
Verbascum vuyckii	COI-5P	Animalia
Rabdophaga pulvini	COI-5P	Animalia
Ceragenia leprieurii	COI-5P	Animalia
Pseudomenopon pilosum	COI-5P	Animalia
Eubothrium fragile	COI-5P	Animalia
Fellhaneropsis rhododendri	COI-5P	Animalia
Degeriella discocephala	COI-5P	Animalia
Lagopoecus sinensis	COI-5P	Animalia
Attagenus unicolor	COI-5P	Animalia
Centaurium minus	COI-5P	Animalia
Psammina simplex	COI-5P	Animalia
Aphrodes aestuarina	COI-5P	Animalia
Chaetogaster setosus	COI-5P	Animalia
Metopomyza scutellata	COI-5P	Animalia
Rubus vestitus	COI-5P	Animalia
Ochetellus glaber	COI-5P	Animalia
Asplenium perardii	COI-5P	Animalia
Phragmocephala atra	COI-5P	Animalia
Cotoneaster lucidus	COI-5P	Animalia
Tomentella umbrinospora	COI-5P	Animalia
Fainocoptes monedulae	COI-5P	Animalia
Kramerella aprotuberantia	COI-5P	Animalia
Pectinopygus gyricornis	COI-5P	Animalia
Rhypholophus bifurcatus	COI-5P	Animalia
Diorchis acuminatus	COI-5P	Animalia
Poecile montanus	COI-5P	Animalia
Protonemura intricata	COI-5P	Animalia
Curruca undata	COI-5P	Animalia
Rhinoppia epilata	COI-5P	Animalia
Brada villosa	COI-5P	Animalia
Opegrapha viridipruinosa	COI-5P	Animalia
Cardiocondyla emeryi	COI-5P	Animalia
Acericerus ribauti	COI-5P	Animalia
Aphelocoma coerulescens	COI-5P	Animalia
Taraxacum rubicundum	COI-5P	Animalia
Amphiura chiajei	COI-5P	Animalia
Cardamine pratensis	COI-5P	Animalia
Rumex erubescens	COI-5P	Animalia
Bugula neritina	COI-5P	Animalia
Epilobium dacicum	COI-5P	Animalia
Emberiza buchanani	COI-5P	Animalia
Vespa velutina	COI-5P	Animalia
Hypocrea spinulosa	COI-5P	Animalia
Abrothallus microspermus	COI-5P	Animalia
Agromyza seticercus	COI-5P	Animalia
Psittacula eupatria	COI-5P	Animalia
Schistidium papillosum	COI-5P	Animalia
Acerella remyi	COI-5P	Animalia
Acipenser ruthenus	COI-5P	Animalia
Trixagus leseigneuri	COI-5P	Animalia
Gymnopilus neerlandicus	COI-5P	Animalia
Myctophum punctatum	COI-5P	Animalia
Daphnia	COI-5P	Animalia
Buelliella physciicola	COI-5P	Animalia
Sclerococcum tephromelarum	COI-5P	Animalia
Koeniginirmus ornatus	COI-5P	Animalia
Crypturgus subcribrosus	COI-5P	Animalia
Mosgovoyia ctenoides	COI-5P	Animalia
Schistoglossa curtipennis	COI-5P	Animalia
Uria aalge	COI-5P	Animalia
Liacarus xylariae	COI-5P	Animalia
Diadegma anurum	COI-5P	Animalia
Tridentiger bifasciatus	COI-5P	Animalia
Radopholus similis	COI-5P	Animalia
Clavaria falcata	COI-5P	Animalia
Meganyctiphanes norvegica	COI-5P	Animalia
Perenniporia meridionalis	COI-5P	Animalia
Anatoecus dentatus	COI-5P	Animalia
Euura cinereae	COI-5P	Animalia
Jassidaeus lugubris	COI-5P	Animalia
Alonella hamulata	COI-5P	Animalia
Leptosciarella fuscipalpa	COI-5P	Animalia
Lagopoecus colchicus	COI-5P	Animalia
Viola najadum	COI-5P	Animalia
Leucopaxillus rhodoleucus	COI-5P	Animalia
Aricidea simonae	COI-5P	Animalia
Niphargus stygius 10.4	COI-5P	Animalia
Niphargus stygius 10.4	COI-5P	Animalia
Capronia acutiseta	COI-5P	Animalia
Entoloma linkii	COI-5P	Animalia
Hypoaspis krameri	COI-5P	Animalia
Pseudomallada abdominalis	COI-5P	Animalia
Echinorhynchus platessoides	COI-5P	Animalia
Entomobrya disjuncta	COI-5P	Animalia
Sphaericus pinguis	COI-5P	Animalia
Karstenia idaei	COI-5P	Animalia
Taenia ovis	COI-5P	Animalia
Falco biarmicus	COI-5P	Animalia
Scutula dedicata	COI-5P	Animalia
Probstmayria vivipara	COI-5P	Animalia
Strongylogaster baikalensis	COI-5P	Animalia
Lissonota picticoxis	COI-5P	Animalia
Loxia leucoptera	COI-5P	Animalia
Atheta voeslauensis	COI-5P	Animalia
Cacopsylla fulguralis	COI-5P	Animalia
Aphalara polygoni	COI-5P	Animalia
Chiroptoglyphus bulgaricus	COI-5P	Animalia
Acer palmatum	COI-5P	Animalia
Filaroides martis	COI-5P	Animalia
Cucujus cinnaberinus	COI-5P	Animalia
Histiostoma sapromyzarum	COI-5P	Animalia
Harpalus rufipalpis	COI-5P	Animalia
Salix alopecuroides	COI-5P	Animalia
Ozirhincus millefolii	COI-5P	Animalia
Mycetoporus niger	COI-5P	Animalia
Solanum carolinense	COI-5P	Animalia
Gymnetron stimulosum	COI-5P	Animalia
Spelobia talparum	COI-5P	Animalia
Elaeagnus umbellata	COI-5P	Animalia
Eyndhovenia euryalis	COI-5P	Animalia
Herrmannella rostrata	COI-5P	Animalia
Carex arthuriana	COI-5P	Animalia
Chrysocharis truncatula	COI-5P	Animalia
Kelerinirmus fuscus	COI-5P	Animalia
Azolla caroliniana	COI-5P	Animalia
Phytomyza jucunda	COI-5P	Animalia
Entonyssus squamatus	COI-5P	Animalia
Mesophylax impunctatus	COI-5P	Animalia
Meotica exillima	COI-5P	Animalia
Eosentomon mixtum	COI-5P	Animalia
Bruchus signaticornis	COI-5P	Animalia
Tachyporus formosus	COI-5P	Animalia
Rubus calotemnus	COI-5P	Animalia
Eriocrania chrysolepidella	COI-5P	Animalia
Oenothera stricta	COI-5P	Animalia
Rhinoppia subpectinata	COI-5P	Animalia
Lepraria umbricola	COI-5P	Animalia
Campanula erinus	COI-5P	Animalia
Epidapus absonditus	COI-5P	Animalia
Phasia aurigera	COI-5P	Animalia
Anopheles deaneorum	COI-5P	Animalia
Xanthocephalus	COI-5P	Animalia
Terapon theraps	COI-5P	Animalia
Winnertzia rubricola	COI-5P	Animalia
Psathyrella mesobromionis	COI-5P	Animalia
Cuscuta suaveolens	COI-5P	Animalia
Taraxacum hebelobum	COI-5P	Animalia
Paragamasus alstoni	COI-5P	Animalia
Unguicularia dilatopilosa	COI-5P	Animalia
Gaultheria procumbens	COI-5P	Animalia
Allium sativum	COI-5P	Animalia
Taraxacum rubrisquameum	COI-5P	Animalia
Yucca flaccida	COI-5P	Animalia
Erigeron acris	COI-5P	Animalia
Clavaria straminea	COI-5P	Animalia
Malthodes maurus	COI-5P	Animalia
Hamamelis mollis	COI-5P	Animalia
Antrodiella ichnusana	COI-5P	Animalia
Monolepis nuttalliana	COI-5P	Animalia
Cubocephalus sternocerus	COI-5P	Animalia
Tasserkidrilus americanus	COI-5P	Animalia
Nipaecoccus viridis	COI-5P	Animalia
Heterarthrus leucomela	COI-5P	Animalia
Kalmusia sarothamni	COI-5P	Animalia
Aphodanoetus teinophallus	COI-5P	Animalia
Hemiberlesia cyanophylli	COI-5P	Animalia
Atriplex prostrata	COI-5P	Animalia
Sirobasidium brefeldianum	COI-5P	Animalia
Rubus nemoralis	COI-5P	Animalia
Stenurus ovatus	COI-5P	Animalia
Venturia maculiformis	COI-5P	Animalia
Trichopeziza flavofuliginea	COI-5P	Animalia
Hapalopilus eupatorii	COI-5P	Animalia
Parafilaria multipapillosa	COI-5P	Animalia
Brachiaria platyphylla	COI-5P	Animalia
Aonidiella tinerfensis	COI-5P	Animalia
Proleptus obtusus	COI-5P	Animalia
Heliothis virescens	COI-5P	Animalia
Blattisocius urticana	COI-5P	Animalia
Aceria trifolii	COI-5P	Animalia
Lathyrus odoratus	COI-5P	Animalia
Miscanthus giganteus	COI-5P	Animalia
Didymosphaeria massarioides	COI-5P	Animalia
Stylops packardi	COI-5P	Animalia
Aculops macrotrichus	COI-5P	Animalia
Leopoldia tenuiflora	COI-5P	Animalia
Morchella americana	COI-5P	Animalia
Thecarthra grandis	COI-5P	Animalia
Diaporthe juglandina	COI-5P	Animalia
Potamogeton cooperi	COI-5P	Animalia
Tolmiea menziesii	COI-5P	Animalia
Rumex callianthemus	COI-5P	Animalia
Keratella quadrata	COI-5P	Animalia
Lampranthus blandus	COI-5P	Animalia
Trionymus diminutus	COI-5P	Animalia
Orchamoplatus mammaeferus	COI-5P	Animalia
Urothoe elegans	COI-5P	Animalia
Conocybe pilosella	COI-5P	Animalia
Filfia mixta	COI-5P	Animalia
Sistotrema hirschii	COI-5P	Animalia
Melanospora simplex	COI-5P	Animalia
Philopterus chloridis	COI-5P	Animalia
Aeolidiella alderi	COI-5P	Animalia
Harpypalpoides sylvia	COI-5P	Animalia
Xestophanes brevitarsis	COI-5P	Animalia
Scatella silacea	COI-5P	Animalia
Gnaphalium coarctatum	COI-5P	Animalia
Limnozetes lustrum	COI-5P	Animalia
Paradiacheopsis microcarpa	COI-5P	Animalia
Amarenomyces ammophilae	COI-5P	Animalia
Lactarius lacunarum	COI-5P	Animalia
Lernanthropus gisleri	COI-5P	Animalia
Bugulina avicularia	COI-5P	Animalia
Acheilognathus yamatsutae	COI-5P	Animalia
Saperda candida	COI-5P	Animalia
Niphargus stygius 10.4	COI-5P	Animalia
Eriborus perfidus	COI-5P	Animalia
Panicum antidotale	COI-5P	Animalia
Zercon schweitzeri	COI-5P	Animalia
Marphysa bellii	COI-5P	Animalia
Hemimycena mauretanica	COI-5P	Animalia
Calomyxa metallica	COI-5P	Animalia
Scleranthus intermedius	COI-5P	Animalia
Taraxacum pannulatiforme	COI-5P	Animalia
Histiostoma laevis	COI-5P	Animalia
Hyphoderma capitatum	COI-5P	Animalia
Taraxacum pulchrifolium	COI-5P	Animalia
Rhizoecus elongatus	COI-5P	Animalia
Bucephala islandica	COI-5P	Animalia
Furchadaspis zamiae	COI-5P	Animalia
Bryoscyphus dicrani	COI-5P	Animalia
Paradactylopodia latipes	COI-5P	Animalia
Euphorbia oblongata	COI-5P	Animalia
Cryptostroma corticale	COI-5P	Animalia
Euchlanis lyra	COI-5P	Animalia
Tragus australianus	COI-5P	Animalia
Acer rufinerve	COI-5P	Animalia
Convolvulus tricolor	COI-5P	Animalia
Pleospora bernadetiae	COI-5P	Animalia
Hydrellia fascitibia	COI-5P	Animalia
Pinnaspis aspidistrae	COI-5P	Animalia
Taraxacum quadrans	COI-5P	Animalia
Valsonectria simpsonii	COI-5P	Animalia
Hydrobia acuta	COI-5P	Animalia
Ramogabucinia furciseta	COI-5P	Animalia
Andricus aries	COI-5P	Animalia
Ciborinia bresadolae	COI-5P	Animalia
Aonchotheca murissylvatici	COI-5P	Animalia
Chrysolophus pictus	COI-5P	Animalia
Vanhornia leileri	COI-5P	Animalia
Simulium variegatum	COI-5P	Animalia
Cerodontha imbuta	COI-5P	Animalia
Morchella dunensis	COI-5P	Animalia
Taraxacum porrigens	COI-5P	Animalia
Taraxacum fridenii	COI-5P	Animalia
Erigorgus procerus	COI-5P	Animalia
Oziella yuccae	COI-5P	Animalia
Prociphilus fraxini	COI-5P	Animalia
Chortoglyphus arcuatus	COI-5P	Animalia
Galium palustre	COI-5P	Animalia
Dactylorhiza paridaeniana	COI-5P	Animalia
Penstemon gentianoides	COI-5P	Animalia
Estrilda astrild	COI-5P	Animalia
Mycetophila uninotata	COI-5P	Animalia
Podospora dakotensis	COI-5P	Animalia
Uromyces chenopodii	COI-5P	Animalia
Medicago blancheana	COI-5P	Animalia
Porrocaecum semiteres	COI-5P	Animalia
Lacuna crassior	COI-5P	Animalia
Polyarthra luminosa	COI-5P	Animalia
Melanomma subdispersum	COI-5P	Animalia
Roselliniella muralis	COI-5P	Animalia
Encentrum barti	COI-5P	Animalia
Agoseris nebulosa	COI-5P	Animalia
Anobothrus gracilis	COI-5P	Animalia
Tanytarsus recurvatus	COI-5P	Animalia
Entoloma cyanulum	COI-5P	Animalia
Cylicocyclus radiatus	COI-5P	Animalia
Zygoribatula cognata	COI-5P	Animalia
Arcyria ferruginea	COI-5P	Animalia
Lissotriton helveticus	COI-5P	Animalia
Ichthyosaura alpestris	COI-5P	Animalia
Lissotriton vulgaris	COI-5P	Animalia
Crassicauda boopis	COI-5P	Animalia
Listrognathus compressicornis	COI-5P	Animalia
Discourella cordieri	COI-5P	Animalia
Eledone cirrhosa	COI-5P	Animalia
Octopus vulgaris	COI-5P	Animalia
Sepietta oweniana	COI-5P	Animalia
Loligo forbesii	COI-5P	Animalia
Ommastrephes bartramii	COI-5P	Animalia
Todarodes sagittatus	COI-5P	Animalia
Todaropsis eblanae	COI-5P	Animalia
Illex coindeti	COI-5P	Animalia
Alloteuthis subulata	COI-5P	Animalia
Loligo vulgaris	COI-5P	Animalia
Sepiola atlantica	COI-5P	Animalia
Sepia officinalis	COI-5P	Animalia
Ensliniella kostylevi	COI-5P	Animalia
Peyssonnelia dubyi	COI-5P	Animalia
Peyssonnelia atropurpurea	COI-5P	Animalia
Schizymenia dubyi	COI-5P	Animalia
Mesophyllum lichenoides	COI-5P	Animalia
Ptilothamnion pluma	COI-5P	Animalia
Myrionema foecundum	COI-5P	Animalia
Pilinia rimosa	COI-5P	Animalia
Pylaiella littoralis	COI-5P	Animalia
Lepochromulina calyx	COI-5P	Animalia
Lepochromulina bursa	COI-5P	Animalia
Tetrachrysis minor	COI-5P	Animalia
Tetrachrysis dendroides	COI-5P	Animalia
Sphaeridiothrix compressa	COI-5P	Animalia
Phaeoschizochlamys mucosa	COI-5P	Animalia
Phaeoplaca thallosa	COI-5P	Animalia
Phaeobotrys solitaria	COI-5P	Animalia
